,分词,分词索引化
131,"['中国', '国际金融', '股份', '有限公司', '中海油', '能源', '发展', '股份', '有限公司', '首次', '公开', '发行', '限售', '股', '上市', '流通', '核查', '意见']","[80, 51289, 11068, 11426, 124107, 3856, 340, 11068, 11426, 4864, 2314, 5698, 0, 1701, 4775, 9558, 41698, 2497]"
132,"['控股', '子公司', '使用', '部分', '闲置', '募集', '资金', '进行', '现金管理', '到期', '收回']","[22043, 24811, 308, 421, 19109, 25802, 1797, 271, 104092, 14197, 7613]"
133,"['东瑞', '股份', '披露', '非', '公开', '发行股票', '预案', '提示性']","[0, 11068, 14061, 714, 2314, 138888, 25818, 186770]"
134,"['东瑞', '股份', '第二届', '董事会', '第二十三', '次', '会议', '决议']","[0, 11068, 0, 22872, 0, 76, 3764, 17912]"
135,"['东瑞', '股份', '使用', '部分', '闲置', '募集', '资金', '闲置', '自有', '资金', '进行', '现金管理', '进展']","[0, 11068, 308, 421, 19109, 25802, 1797, 19109, 6692, 1797, 271, 104092, 6738]"
136,"['东瑞', '股份', '最近', '五年', '未', '受到', '证券', '监管部门', '证券', '交易所', '采取', '监管', '措施', '处罚']","[0, 11068, 834, 0, 1031, 873, 9932, 27110, 9932, 32224, 2726, 4408, 4417, 5972]"
137,"['东瑞', '股份', '独立', '董事', '第二届', '董事会', '第二十三', '次', '会议', '相关', '事项', '独立', '意见']","[0, 11068, 988, 25899, 0, 22872, 0, 76, 3764, 530, 15891, 988, 2497]"
138,"['东瑞', '股份', '前次', '募集', '资金', '使用', '情况', '报告']","[0, 11068, 94482, 25802, 1797, 308, 394, 1950]"
139,"['东瑞', '股份', '年度', '非', '公开', '发行', '股', '股票', '募集', '资金', '使用', '可行性', '分析', '报告']","[0, 11068, 6892, 714, 2314, 5698, 1701, 2913, 25802, 1797, 308, 16673, 664, 1950]"
140,"['东瑞', '股份', '招商', '证券', '股份', '有限公司', '东瑞', '食品', '集团股份', '有限公司', '非', '公开', '发行股票', '涉及', '关联', '交易', '事项', '核查', '意见']","[0, 11068, 35544, 9932, 11068, 11426, 0, 1604, 163991, 11426, 714, 2314, 138888, 1852, 6328, 2175, 15891, 41698, 2497]"
141,"['东瑞', '股份', '致同', '会计师', '事务所', '特殊', '普通', '合伙', '东瑞', '食品', '集团股份', '有限公司', '前次', '募集', '资金', '使用', '报告', '鉴证', '报告']","[0, 11068, 0, 24689, 25653, 2019, 639, 15385, 0, 1604, 163991, 11426, 94482, 25802, 1797, 308, 1950, 111254, 1950]"
142,"['东瑞', '股份', '本次', '非', '公开', '发行股票', '涉及', '关联', '交易']","[0, 11068, 10165, 714, 2314, 138888, 1852, 6328, 2175]"
143,"['东瑞', '股份', '监事会', '公司', '非', '公开', '发行股票', '书面', '审核', '意见']","[0, 11068, 122159, 225, 714, 2314, 138888, 19047, 7913, 2497]"
144,"['东瑞', '股份', '年', '第一次', '临时', '股东大会', '通知']","[0, 11068, 50, 0, 3922, 70603, 3506]"
145,"['东瑞', '股份', '独立', '董事', '第二届', '董事会', '第二十三', '次', '会议', '相关', '事项', '事前', '认可', '意见']","[0, 11068, 988, 25899, 0, 22872, 0, 76, 3764, 530, 15891, 17110, 2895, 2497]"
146,"['东瑞', '股份', '非', '公开', '发行', '股', '股票', '后', '摊', '薄', '即期', '回报', '填补', '措施', '相关', '主体', '承诺']","[0, 11068, 714, 2314, 5698, 1701, 2913, 84, 5745, 5993, 124573, 3486, 11963, 4417, 530, 3963, 4438]"
147,"['东瑞', '股份', '年度', '非', '公开', '发行', '股', '股票', '预案']","[0, 11068, 6892, 714, 2314, 5698, 1701, 2913, 25818]"
148,"['东瑞', '股份', '未来', '三年', '年']","[0, 11068, 646, 0, 50]"
149,"['东瑞', '股份', '公司', '股东', '签署', '附', '条件', '生效', '股票', '认购', '协议', '暨', '关联', '交易']","[0, 11068, 225, 9250, 10695, 6108, 757, 21985, 2913, 56430, 4244, 40297, 6328, 2175]"
150,"['东瑞', '股份', '第二届', '监事会', '第十三次', '会议', '决议']","[0, 11068, 0, 122159, 0, 3764, 17912]"
151,"['东瑞', '股份', '本次', '非', '公开', '发行股票', '不', '存在', '直接', '利益', '相关', '方向', '参与', '认购', '投资者', '提供', '财务', '资助', '补偿']","[0, 11068, 10165, 714, 2314, 138888, 10, 373, 209, 885, 530, 974, 1598, 56430, 6048, 614, 4233, 9120, 6801]"
152,"['立克', '招商', '证券', '股份', '有限公司', '深圳', '立克', '科技股份', '有限公司', '重大', '资产', '购买', '独立', '财务顾问', '报告', '修订稿']","[101023, 35544, 9932, 11068, 11426, 2723, 101023, 176683, 11426, 3163, 2837, 1663, 988, 132415, 1950, 0]"
153,"['立克', '深圳', '立克', '科技股份', '有限公司', '重大', '资产', '购买', '报告书', '草案', '修订稿', '摘要']","[101023, 2723, 101023, 176683, 11426, 3163, 2837, 1663, 80574, 34782, 0, 22686]"
154,"['立克', '深圳', '立克', '科技股份', '有限公司', '重大', '资产', '购买', '报告书', '草案', '修订稿']","[101023, 2723, 101023, 176683, 11426, 3163, 2837, 1663, 80574, 34782, 0]"
155,"['中锐', '股份', '信', '会计师', '事务所', '中锐', '股份', '年报', '问询', '函', '回复']","[0, 11068, 1537, 24689, 25653, 0, 11068, 53429, 47727, 28939, 1446]"
156,"['中锐', '股份', '深圳证券交易所', '年', '年报', '问询', '函', '回复']","[0, 11068, 183356, 50, 53429, 47727, 28939, 1446]"
157,"['立克', '年', '第二次', '临时', '股东大会', '增加', '议案', '暨', '补充', '通知']","[101023, 50, 0, 3922, 70603, 833, 52845, 40297, 1268, 3506]"
158,"['宝鹰', '股份', '持股']","[0, 11068, 31043]"
159,"['发行', '股份', '支付现金', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '事项', '获得', '上海证券交易所', '科创板', '并购', '重组', '委', '审议']","[5698, 11068, 232391, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 15891, 512, 151267, 0, 24348, 15734, 14677, 60406]"
160,"['科创板', '并购', '重组', '委年', '第次', '审议', '会议']","[0, 24348, 15734, 0, 0, 60406, 3764]"
161,"['航天', '信息', '股份', '有限公司', '收到', '上海证券交易所', '年', '年度报告', '信息', '披露', '监管', '工作', '函']","[8067, 590, 11068, 11426, 1851, 151267, 50, 105611, 590, 14061, 4408, 166, 28939]"
162,"['文科', '园林', '中喜', '会计师', '事务所', '特殊', '普通', '合伙']","[6226, 12004, 0, 24689, 25653, 2019, 639, 15385]"
163,"['文科', '园林', '深圳证券交易所', '年报', '问询', '函', '回复']","[6226, 12004, 183356, 53429, 47727, 28939, 1446]"
164,"['祥源', '新材', '年', '限制性', '股票', '激励', '计划', '自查', '表']","[0, 0, 50, 70711, 2913, 5596, 887, 62290, 2065]"
165,"['祥源', '新材', '第三届', '董事会', '第六次', '会议', '决议']","[0, 0, 0, 22872, 0, 3764, 17912]"
166,"['祥源', '新', '材祥源', '新材', '年', '限制性', '股票', '激励', '计划', '草案', '摘要']","[0, 469, 0, 0, 50, 70711, 2913, 5596, 887, 34782, 22686]"
167,"['祥源', '新材', '年', '限制性', '股票', '激励', '计划', '首次', '授予', '激励', '对象', '名单']","[0, 0, 50, 70711, 2913, 5596, 887, 4864, 12064, 5596, 1679, 6657]"
168,"['祥源', '新材', '独立', '董事', '公开', '征集', '投票权', '报告书']","[0, 0, 988, 25899, 2314, 27201, 32681, 80574]"
169,"['祥源', '新材', '召开', '年', '第二次', '临时', '股东大会', '通知']","[0, 0, 9061, 50, 0, 3922, 70603, 3506]"
170,"['祥源', '新材', '第三届', '监事会', '第六次', '会议', '决议']","[0, 0, 0, 122159, 0, 3764, 17912]"
171,"['祥源', '新', '材祥源', '新材', '年', '限制性', '股票', '激励', '计划', '草案']","[0, 469, 0, 0, 50, 70711, 2913, 5596, 887, 34782]"
172,"['祥源', '新', '材祥源', '新材', '年', '限制性', '股票', '激励', '计划', '实施', '考核', '管理', '办法']","[0, 469, 0, 0, 50, 70711, 2913, 5596, 887, 3072, 8487, 1112, 687]"
173,"['祥源', '新材', '上海', '信公轶禾', '企业', '管理', '咨询', '有限公司', '湖北', '祥源', '新材', '科技股份', '有限公司', '年', '限制性', '股票', '激励', '计划', '草案', '独立', '财务顾问', '报告']","[0, 0, 829, 0, 644, 1112, 3841, 11426, 8541, 0, 0, 176683, 11426, 50, 70711, 2913, 5596, 887, 34782, 988, 132415, 1950]"
174,"['祥源', '新材', '独立', '董事', '公司', '第三届', '董事会', '第六次', '会议', '相关', '事项', '独立', '意见']","[0, 0, 988, 25899, 225, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
175,"['嘉凯', '城年', '股票', '期权', '激励', '计划', '首次', '授予', '激励', '对象', '名单', '授予', '日']","[0, 0, 2913, 19759, 5596, 887, 4864, 12064, 5596, 1679, 6657, 12064, 292]"
176,"['嘉凯城', '激励', '对象', '授予', '股票', '期权']","[0, 5596, 1679, 12064, 2913, 19759]"
177,"['嘉凯城', '监事会', '年', '股票', '期权', '激励', '计划', '首次', '授予', '激励', '对象', '名单', '授予', '日', '核查', '意见']","[0, 122159, 50, 2913, 19759, 5596, 887, 4864, 12064, 5596, 1679, 6657, 12064, 292, 41698, 2497]"
178,"['嘉凯城', '北京市', '中伦', '律师', '事务所', '嘉凯城', '集团股份', '有限公司', '年', '股票', '期权', '激励', '计划', '首次', '授予', '相关', '事项', '法律', '意见书']","[0, 13079, 0, 3618, 25653, 0, 163991, 11426, 50, 2913, 19759, 5596, 887, 4864, 12064, 530, 15891, 799, 92352]"
179,"['嘉凯城', '第七届', '董事会', '第二十一次', '会议', '决议']","[0, 0, 22872, 0, 3764, 17912]"
180,"['嘉凯城', '上海', '荣正', '投资', '咨询', '股份', '有限公司', '嘉凯城', '集团股份', '有限公司', '年', '股票', '期权', '激励', '计划', '授予', '事项', '独立', '财务顾问', '报告']","[0, 829, 0, 857, 3841, 11068, 11426, 0, 163991, 11426, 50, 2913, 19759, 5596, 887, 12064, 15891, 988, 132415, 1950]"
181,"['祥源', '新材', '上海', '君澜', '律师', '事务所', '湖北', '祥源', '新材', '科技股份', '有限公司', '年', '限制性', '股票', '激励', '计划', '草案', '法律', '意见书']","[0, 0, 829, 0, 3618, 25653, 8541, 0, 0, 176683, 11426, 50, 70711, 2913, 5596, 887, 34782, 799, 92352]"
182,"['嘉凯城', '第七届', '监事会', '第十六次', '会议', '决议']","[0, 0, 122159, 0, 3764, 17912]"
183,"['嘉凯城', '担保', '进展']","[0, 16235, 6738]"
184,"['嘉凯城', '独立', '董事', '第七届', '董事会', '第二十一次', '会议', '审议', '事项', '独立', '意见']","[0, 988, 25899, 0, 22872, 0, 3764, 60406, 15891, 988, 2497]"
185,"['独立', '董事', '第三届', '董事会', '第二次', '会议', '相关', '事项', '独立', '意见']","[988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
186,"['监事会', '年', '股票', '期权', '激励', '计划', '相关', '事项', '核查', '意见']","[122159, 50, 2913, 19759, 5596, 887, 530, 15891, 41698, 2497]"
187,"['青岛', '日辰', '食品', '股份', '有限公司', '第三届', '监事会', '第二次', '会议', '决议']","[7227, 213815, 1604, 11068, 11426, 0, 122159, 0, 3764, 17912]"
188,"['青岛', '日辰', '食品', '股份', '有限公司', '年', '股票', '期权', '激励', '计划', '草案']","[7227, 213815, 1604, 11068, 11426, 50, 2913, 19759, 5596, 887, 34782]"
189,"['青岛', '日辰', '食品', '股份', '有限公司', '第三届', '董事会', '第二次', '会议', '决议']","[7227, 213815, 1604, 11068, 11426, 0, 22872, 0, 3764, 17912]"
190,"['青岛', '日辰', '食品', '股份', '有限公司', '年', '股票', '期权', '激励', '计划', '实施', '考核', '管理', '办法']","[7227, 213815, 1604, 11068, 11426, 50, 2913, 19759, 5596, 887, 3072, 8487, 1112, 687]"
191,"['青岛', '日辰', '食品', '股份', '有限公司', '年', '股票', '期权', '激励', '计划', '激励', '对象', '名单']","[7227, 213815, 1604, 11068, 11426, 50, 2913, 19759, 5596, 887, 5596, 1679, 6657]"
192,"['青岛', '日辰', '食品', '股份', '有限公司', '年', '股票', '期权', '激励', '计划', '草案', '摘要']","[7227, 213815, 1604, 11068, 11426, 50, 2913, 19759, 5596, 887, 34782, 22686]"
193,"['青岛', '日辰', '食品', '股份', '有限公司', '召开', '年', '第一次', '临时', '股东大会', '通知']","[7227, 213815, 1604, 11068, 11426, 9061, 50, 0, 3922, 70603, 3506]"
194,"['北京', '德和衡', '律师', '事务所', '青岛', '日辰', '食品', '股份', '有限公司', '年', '股票', '期权', '激励', '计划', '草案', '法律', '意见书']","[497, 0, 3618, 25653, 7227, 213815, 1604, 11068, 11426, 50, 2913, 19759, 5596, 887, 34782, 799, 92352]"
195,"['青岛', '日辰', '食品', '股份', '有限公司', '使用', '募集', '资金', '全资', '子公司', '增资', '实施', '募投', '项目']","[7227, 213815, 1604, 11068, 11426, 308, 25802, 1797, 58649, 24811, 114129, 3072, 0, 749]"
196,"['青岛', '日辰', '食品', '股份', '有限公司', '独立', '董事', '公开', '征集', '委托', '投票权']","[7227, 213815, 1604, 11068, 11426, 988, 25899, 2314, 27201, 12597, 32681]"
197,"['广发', '证券', '股份', '有限公司', '青岛', '日辰', '食品', '股份', '有限公司', '使用', '募集', '资金', '全资', '子公司', '增资', '实施', '募投', '项目', '核查', '意见']","[52768, 9932, 11068, 11426, 7227, 213815, 1604, 11068, 11426, 308, 25802, 1797, 58649, 24811, 114129, 3072, 0, 749, 41698, 2497]"
198,"['润建', '股份', '年报', '信息', '披露', '重大', '差错', '责任', '追究', '制度', '年', '修订']","[0, 11068, 53429, 590, 14061, 3163, 24077, 1603, 9636, 1414, 50, 22681]"
199,"['润建', '股份', '董事会', '战略', '决策', '委员会', '工作细则', '年', '修订']","[0, 11068, 22872, 1776, 3714, 5793, 0, 50, 22681]"
200,"['人福', '医药', '布洛芬', '软胶囊', '获得', '药品', '注册', '证书']","[0, 13262, 78184, 175166, 512, 7427, 3940, 7444]"
201,"['人福', '医药', '购买', '资产']","[0, 13262, 1663, 2837]"
202,"['启明星', '辰', '启明星', '辰', '信息技术', '集团股份', '有限公司', '详式', '权益', '变动', '报告书']","[99432, 31746, 99432, 31746, 28625, 163991, 11426, 0, 6385, 10548, 80574]"
203,"['启明星', '辰', '中国', '国际金融', '股份', '有限公司', '启明星', '辰', '信息技术', '集团股份', '有限公司', '详式', '权益', '变动', '报告书', '财务顾问', '核查', '意见']","[99432, 31746, 80, 51289, 11068, 11426, 99432, 31746, 28625, 163991, 11426, 0, 6385, 10548, 80574, 132415, 41698, 2497]"
204,"['远光', '软件', '年', '第二次', '临时', '股东', '大会决议']","[36558, 1280, 50, 0, 3922, 9250, 238172]"
205,"['远光', '软件', '远光', '软件', '股份', '有限公司', '年', '第二次', '临时', '股东大会', '法律', '意见书']","[36558, 1280, 36558, 1280, 11068, 11426, 50, 0, 3922, 70603, 799, 92352]"
206,"['远光', '软件', '年', '股票', '期权', '激励', '计划']","[36558, 1280, 50, 2913, 19759, 5596, 887]"
207,"['珈', '伟新能', '控股', '股东', '拟', '受让', '相关', '债权']","[130616, 0, 22043, 9250, 14685, 152119, 530, 34259]"
208,"['云投', '诉讼', '事项']","[0, 12268, 15891]"
209,"['云投', '持股']","[0, 31043]"
210,"['博信', '公司股票', '可能', '终止', '上市', '风险', '提示']","[0, 72744, 115, 12958, 4775, 1361, 4504]"
211,"['鼎阳', '科技', '独立', '董事', '第一届', '董事会', '第十九次', '会议', '相关', '事项', '独立', '意见']","[0, 1140, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
212,"['鼎阳', '科技', '监事会', '公司', '年', '限制性', '股票', '激励', '计划', '相关', '事项', '核查', '意见']","[0, 1140, 122159, 225, 50, 70711, 2913, 5596, 887, 530, 15891, 41698, 2497]"
213,"['鼎阳', '科技', '年', '限制性', '股票', '激励', '计划', '草案', '摘要']","[0, 1140, 50, 70711, 2913, 5596, 887, 34782, 22686]"
214,"['鼎阳', '科技', '第一届', '董事会', '第十九次', '会议', '决议']","[0, 1140, 0, 22872, 0, 3764, 17912]"
215,"['鼎阳', '科技', '年', '限制性', '股票', '激励', '计划', '激励', '对象', '名单']","[0, 1140, 50, 70711, 2913, 5596, 887, 5596, 1679, 6657]"
216,"['鼎阳', '科技', '第一届', '监事会', '第十一次', '会议', '决议']","[0, 1140, 0, 122159, 0, 3764, 17912]"
217,"['鼎阳', '科技', '年', '限制性', '股票', '激励', '计划', '草案']","[0, 1140, 50, 70711, 2913, 5596, 887, 34782]"
218,"['鼎阳', '科技', '年', '限制性', '股票', '激励', '计划', '实施', '考核', '管理', '办法']","[0, 1140, 50, 70711, 2913, 5596, 887, 3072, 8487, 1112, 687]"
